Tweet,Suicide,Contains_Special_Characters,Length,Stopword_Proportion
"Offense or Defense , passive or violent. I cut my wrist and my heartbeat is silent",Potential Suicide post,True,16,0.4375
DCU SU elections today,Not Suicide post,False,4,0.0
im so tired of living. whats the point of me living if i keep whining,Potential Suicide post,True,15,0.4666666666666667
i shouldnt want to kill myself i have so many advantages in life all of my immediate family is alive and still involved in my life i have several friends who i frequently talk to i make more than enough money to live on easily but every night i go home and drink hoping i will forget about how much i just want it all to end every single moment that i am sober i spend thinking that people might actually see me for who i really am a lazy waste of space who lucked into success and wheni amdrunk i worry that people will find out thati am trying to slowly kill myself with alcohol fuck i always thought if i could just be successful i would be happy well i am not,Potential Suicide post,False,134,0.5149253731343284
totally craving chocolate and starbucks...only 4 days left,Not Suicide post,True,8,0.125
",,I dont think I want to be on Twitter anymore. I'm not adding to anyone's life here.",Potential Suicide post,True,17,0.35294117647058826
RT : BREAKING: Democrats just FLIPPED #CA10 from #RedToBlue!!! Big congratulations to Congressman-elect ! #Midterms2018â¦,Not Suicide post,True,15,0.2
i am not sure if it s normal to consider suicide on a normal basis i m an engineer for a larger corporation and lately i ve been thinking what s the point at all ,Potential Suicide post,False,35,0.6571428571428571
 Voted for 'Entry #9 - ellisdabomb #4' - that was incredible...might have to play some FIFA now,Not Suicide post,True,17,0.4117647058823529
me: i want to die and be dead,Potential Suicide post,True,8,0.5
 The girl I was fucking with the one that made me not kill myself a night I was just done is out of being institutionalized,Potential Suicide post,False,25,0.68
i got 3 hours of sleep last night. double shot latte and i'm good,Not Suicide post,True,14,0.21428571428571427
 oh gosh. I didn't think you were that old. oh well I'll still like you when your 25 hahaha.,Not Suicide post,True,19,0.42105263157894735
i have to go now.... make up duty for tomorrow...... goodnight to all....,Not Suicide post,True,13,0.46153846153846156
 aww thank you,Not Suicide post,False,3,0.3333333333333333
i have bipolar 2 disorder and i have become hyper aware of my mood swings they get bad enough where i can barely get out of bed talk to my friends or even work and during the manic episodes i dont sleep maybe 34 hours at night my mind races i make highly unrealistic goals and then get hit again with the crippling depression ,Potential Suicide post,False,64,0.4375
"RT : I have nothing to live for dude, shits so sad.",Potential Suicide post,True,12,0.4166666666666667
" typical metro, can't even get that right.",Not Suicide post,True,7,0.14285714285714285
is an awesome photographer,Not Suicide post,False,4,0.5
is excited for two more sleeps any she doesn't have to wear the stupid goggles to bed anymore.,Not Suicide post,True,18,0.5555555555555556
I GET IT WOOOOOOOOOOOO,Not Suicide post,False,4,0.5
I just wanna goto that concert so damn bad but would hate myself if I spent $300 on that ticket right now,Potential Suicide post,True,22,0.5
 I would say philosophical,Not Suicide post,False,4,0.25
RT : I am not correcting anything I just live my life calmly and I have nothing to do with what is going on this miserable world,Potential Suicide post,True,27,0.5925925925925926
"oh shit!! this could get out of hand and theres no dancing at my place!! no hoe down, no shindig! nada",Not Suicide post,True,21,0.42857142857142855
 see ya Anastasia!! have a marvellous day,Not Suicide post,True,7,0.2857142857142857
Need to fucking move out already tired of being told what to when to do it and most of all not having a fucking rooâ¦ https://t.co/5ViKK3uu20,Potential Suicide post,True,26,0.6538461538461539
 I should have mine today then,Not Suicide post,False,6,0.6666666666666666
I am so sick and tired of living. https://t.co/w8r1DtTjBi,Potential Suicide post,True,9,0.5555555555555556
 so far it has been all shopping more again today heehee what u up to?,Not Suicide post,True,15,0.6
  World has got the right path celebrating D 'Matri pitri pujan diwas' started by #Bapuji.,Not Suicide post,True,15,0.26666666666666666
"cya all later crew, i got a bit of work to do",Not Suicide post,True,12,0.5
 you're up early.... or out late haha,Not Suicide post,True,7,0.5714285714285714
gonna go to school. be back around 4,Not Suicide post,True,8,0.25
homework ALL day... 2 assignments due by 4:30 (but they're almost done!),Not Suicide post,True,12,0.16666666666666666
so i have been in a suicide rehab center for the last month i am just over life it is not sadness or depression i just give up it would just be easier to be dead ,Potential Suicide post,False,36,0.6666666666666666
"Congratulations, Jim! I'm a great editor, not a great media artist.",Not Suicide post,True,11,0.2727272727272727
is now washed and dressed,Not Suicide post,False,5,0.6
"For the past week Iâll Iâve been thinking about is nothing. I want to disappear, why do I feel so trapped in the liâ¦ https://t.co/Xqh6rLAcms",Potential Suicide post,True,25,0.52
What did you want me to say?,Not Suicide post,True,7,0.7142857142857143
"The one damn time I donât watch RAW, Becky and the Smackdown womenâs division attack the RAW womenâs division and Bâ¦ https://t.co/YSb2Eq2QAb",Potential Suicide post,True,22,0.2727272727272727
Leaving House now gonna switch to texts,Not Suicide post,False,7,0.2857142857142857
yumm jeremy kyle and a bacon sandwich,Not Suicide post,False,7,0.2857142857142857
I'm not really feeling the whole 'going to class and being productive' thing today....hooky?!,Not Suicide post,True,14,0.35714285714285715
RT :  *que screamo voice* SO CUT MY WRIST AND BLACK MY EYES,Potential Suicide post,True,13,0.3076923076923077
"RT : Congratulations to  on a race well run, and won. Itâs been a wonderful honor representing Arizona in the Senatâ¦",Not Suicide post,True,21,0.38095238095238093
loves the weather and goes on a bike tour with her doggy now,Not Suicide post,False,13,0.5384615384615384
goodnight i really want to fucking kill myself,Potential Suicide post,False,8,0.375
FUCK YOU I FUCKING HATE YOU,Potential Suicide post,False,6,0.5
Canât believe I lost my damn car keys smh mind you the damn house key is on there ð this is the 2nd time my drunk aâ¦ https://t.co/EaZ8urlp7o,Potential Suicide post,True,28,0.39285714285714285
muttering i wanna die to myself daily for a few months now i feel worthless shes my soulmate i cant live in this horrible world without her i am so lonely i wish i could just turn off the part of my brain that feels ,Potential Suicide post,False,45,0.5333333333333333
That skill takes time and iq. As a center he could run other bigs off the floor and force other teams to go small aâ¦ https://t.co/i0I3FKsgBt,Potential Suicide post,True,26,0.4230769230769231
Do everything with a good heart and expect nothing in return and you will never be disappointed.,Not Suicide post,True,17,0.5294117647058824
Make sure you email me to enter this month's giveaway - makeup from Pink Quartz Minerals!!,Not Suicide post,True,16,0.3125
"anyway if you cant accept that ive MOVED ON FROM YOU SICKOS, go fuck yourself, ill just keep avoiding your sorry asses",Potential Suicide post,True,22,0.36363636363636365
" I'm absolutely interested! I'll shoot you my info in a DM, or of course feel free to share it in a reply and I'll retweet.",Not Suicide post,True,25,0.44
"  ""I accepted benefits from a hostile foreign government and conspired with Michael Cohen to violateâ¦ https://t.co/fxJEjOi74P",Potential Suicide post,True,16,0.3125
 Caution: It can be addictive,Not Suicide post,True,5,0.6
RT : doctor: i'm afraid he may never wake up from his coma,Potential Suicide post,True,13,0.3076923076923077
GOD! CAN U HERME IM TIRED PLEASE KILL ME I WANT DIE,Potential Suicide post,True,12,0.25
 hahah yeah see i told you! coffee bean's chocolate ice blended is way better! let me know how's the show tonight,Not Suicide post,True,21,0.19047619047619047
"w00t! Matt Elliot (Third Eye Foundation) playing GRV tonight Early gig (first act 8.15, curfew 10.30), if anyone fancies?",Not Suicide post,True,19,0.05263157894736842
I keep fucking up what matters the most to me and I fucking hate myself so god damn much for being like that,Potential Suicide post,False,23,0.6086956521739131
 I'm up for it! can't wait to here more details,Not Suicide post,True,10,0.5
everything is okay but nothing feels okay i ve always been a bit unhappy as a kid too i think although i can t remember much of my childhood i dont want to kill myself but sometimes that thought just comes creeping and it scares me a little a few weeks ago a problem came up it was a financial problem quite fixable but i just couldn t handle it i tied myself a noose and everything i was gonna do it i was all alone in the house with my dog so there was really no one that would be able to stop me i didnt do anything but i felt like i could have done it completely on impulse over a fixable problem leaving behind everything i love and my hopeful future i feel it now too creeping up on me everything should be fine but i cant help the feeling that i should just do it like everything would be easier for everyone if they would just realize how little they need me ,Potential Suicide post,False,176,0.5681818181818182
 Shouldn't that be life in the 'car pool lane' my friend ?,Not Suicide post,True,12,0.5
 also again i hate making a comeback to rp bcs i caused many bad things that shudnt have happened:(:( bubâ¦ https://t.co/eqirspU9fo,Potential Suicide post,True,21,0.3333333333333333
me as a future therapist: damn :/ it be like that sometimes,Potential Suicide post,True,12,0.5
 haha awww. i had amazing pizza 2day for much after my photoshoot =D i will take u out hehe..u gonna answer ur fone 2night? xx,Not Suicide post,True,25,0.32
 Yes it is!,Not Suicide post,True,3,0.3333333333333333
 I love you ððð,Not Suicide post,True,4,0.5
 My Mrs is always telling me off for this - sit and enjoy the moment instead of trying to take photos of it!!!,Not Suicide post,True,23,0.4782608695652174
"Wait I take this back, I fucking hate living in Markham and I want to actually kill myself damn",Potential Suicide post,True,19,0.42105263157894735
 awww sweetness! But he's still a cutie!,Not Suicide post,True,7,0.2857142857142857
 Cute,Not Suicide post,False,1,0.0
Life's so short man I couldnt stress enough how important it is for you to live your love with peace and good energy!,Not Suicide post,True,23,0.4782608695652174
   Awesome time tonight. I knew you would check twitter before bed. Ha Ha,Not Suicide post,True,13,0.23076923076923078
I like the sound of my new job title. Inventory manager.,Not Suicide post,True,11,0.36363636363636365
RT : i fucking BEG YOU just leave me here to die I DESERVE IT https://t.co/kFBttqboUe,Potential Suicide post,True,16,0.5
RT : patient: i hate myself and i want to die,Potential Suicide post,True,11,0.45454545454545453
" The worst part is I tire easily and I love napping. Fortunately I donât get tired until after work,â¦ https://t.co/EyDeIthBBG",Potential Suicide post,True,20,0.4
http://twitpic.com/2y9iv - When Chelsea brings me chocolate and diet coke I'm happy again,Not Suicide post,True,13,0.3076923076923077
I think she was merely directing the comment at you because she thought you might want to know.,Not Suicide post,True,18,0.5555555555555556
I do not want all this.,Not Suicide post,True,6,0.6666666666666666
Sometimes youâll never know how bad you fucked up until one day you wake up with nothing,Potential Suicide post,True,17,0.4117647058823529
RT : Liberals say conservatives are evil. NOTHINGâs further from the truth! We believe in âlive &amp; let liveâ. Libs think that bigâ¦,Potential Suicide post,True,23,0.30434782608695654
",Utah,Want to take that perfect selfie? Hereâs what you should be looking for in your phone camera!",Potential Suicide post,True,17,0.5294117647058824
"#FreeKaavan Another year has passed and I am still alone, sad and suffering. Will I ever live with dignity? Or willâ¦ https://t.co/bk4rdiwZSc",Potential Suicide post,True,22,0.4090909090909091
"I just want to remind yâall that without Iris, Barry Allen would be dead right now. But sheâs useless right?â¦ https://t.co/vloroTurEZ",Potential Suicide post,True,21,0.2857142857142857
" I feel better today, got some sleep and its not raining so can take the beasts out",Not Suicide post,True,17,0.5294117647058824
 During revamp and shortly after. They're out of $ now &amp; in real trouble... but I'm going to be good &amp; not bag them publicy,Not Suicide post,True,25,0.44
i want to be a businessman.,Not Suicide post,True,6,0.6666666666666666
AFTER EFFECTS HAS FROZEN AND I DID NOT I REPEAT I DID NOT SAVE MY EDIT I WANT TO ACTUALLY FUCKING DIE .... IT TOOKâ¦ https://t.co/yif8DABTQm,Potential Suicide post,True,26,0.5384615384615384
Oh god sweet nicotine and tar i crave you both so bad today what is wrong with me lol hahaha XX,Not Suicide post,False,21,0.42857142857142855
 Welcome to the jungle!,Not Suicide post,True,4,0.5
",Chicago, IL,Life is hard. I never thought Iâd come onto social media to vent/talk about my feelings. But man my life sucks. I dont want attention but I know this tweet makes it look like I do. Iâm done streaming, YouTube, and just playing games all together. Just donât wanna be here anymore.",Potential Suicide post,True,53,0.3584905660377358
i am a 20 year old transgirl who has been on hormones for about 4 months recently i suffered from a depressive episode due to gender dysphoria until about a couple weeks ago i just got a job and i was presenting myself as female and using a female name the only problem is that i still look somewhat masculine so i get stared at constantly and dismissed i cannot connect with any of my coworkers because i look and act strange to them i know i am supposed to wait on these hormones but i am really scared what if they dont work what if i ll get beaten up what if i lose my job due to just being me i want to be happy but its so hard its gotten to the point where all i do is just think about death and hope maybe i will get a do over i just cant take any of this anymore,Potential Suicide post,False,162,0.5987654320987654
morning everyone.,Not Suicide post,True,2,0.0
"RT : Today, one year ago, I lost a neighbour, and friend, to #suicide. So here is a quote that got me through my worst times. Fâ¦",Potential Suicide post,True,27,0.4444444444444444
 9 tails or not if he wanted to kill him heâd be dead. Itachi couldâve killed him but he didnât want to...idâ¦ https://t.co/ndYXd8jgBu,Potential Suicide post,True,23,0.43478260869565216
RT : Congratulations to Gorb for graduating middle school. We all hope you strive for greatness like you do on cod4,Not Suicide post,True,21,0.42857142857142855
I just had to google &quot;How to insert MicroSD into Blackberry Bold&quot; Found it though!,Not Suicide post,True,15,0.4666666666666667
"Awake....hopin my big brother gots time 4 me 2day, just a lil bit atleast. Yay but Katelyn might come up to hang with me",Not Suicide post,True,24,0.375
RT : Happy birthday to the legendary Neil Young! He turns 73 today! https://t.co/E5DRjzKM6i,Not Suicide post,True,14,0.21428571428571427
"RT :  ""My name is Arya Stark. I want you to know that. The last thing youâre ever going to see is a Stark smiâ¦",Potential Suicide post,True,25,0.32
" oh, hell yeah... but, that list should be made very passionately... oops, I ment patiently",Not Suicide post,True,15,0.3333333333333333
 lol - yeah they can be loud so depends where your dryer is but they do get rid of the static - very sneaky bout the dog lolx,Not Suicide post,True,28,0.5
somebody just fucking kill me please,Potential Suicide post,False,6,0.3333333333333333
 Too shy for that. Plus he already stole my brain in my sleep.,Not Suicide post,True,13,0.46153846153846156
 nah- you're not unfortunate- i dont eat that stuff cause i want to live a few years longer- you're one of the smart ones,Not Suicide post,True,24,0.4583333333333333
 yess I do ! and im in boston for a college fair and not school hahaa,Not Suicide post,True,16,0.5
 we don't have tix just going to attend festivities,Not Suicide post,True,9,0.5555555555555556
happy birthdaaaaayyy bebe  ðgodbless youuu,Not Suicide post,True,5,0.0
 O Yes i aM For Sure! Am sooo happy that he checked it out AgaiN... What TiMe ?..Onish? Jaaaaaah ! Lolm !,Not Suicide post,True,22,0.45454545454545453
"Downloaded the pollock app, I quite like it! Drew a flower lolz http://twitpic.com/2y7t8",Not Suicide post,True,13,0.23076923076923078
I literally hate myself for reading this damn book,Potential Suicide post,False,9,0.4444444444444444
 Better be adding bouncers back then. No way yâall are dumb enough to add this big a game change thenâ¦ https://t.co/2GGc72XP5a,Potential Suicide post,True,21,0.2857142857142857
RT : I swear to move forward or get ahead in life,Not Suicide post,True,12,0.3333333333333333
 And a following four day week,Not Suicide post,False,6,0.3333333333333333
     I donât want your guns. Seriously. Iâm not sure who doesâ¦ https://t.co/1JZiyqovSd,Potential Suicide post,True,12,0.3333333333333333
" awww, you'll have to use Twitter for company",Not Suicide post,True,8,0.5
 we're coming back on sunday or monday!,Not Suicide post,True,7,0.2857142857142857
i just realized that in a month i can celebrate my birthday with watching the Wolverine movie then wwe Raw nice timing,Not Suicide post,False,22,0.5
in the process of making doll no. 2 and it's looking heaps better and cuter,Not Suicide post,True,15,0.4
",Manchester, England,RT : i just dont want to be here anymore",Potential Suicide post,True,11,0.45454545454545453
i cant wait to get this damn nose job so i can take new selfies 'cause i hate every single picture of myself includâ¦ https://t.co/86DCY27jXT,Potential Suicide post,True,25,0.36
" www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",Not Suicide post,True,9,0.2222222222222222
 Greetings.,Not Suicide post,True,1,0.0
 he is a son of one of my friends,Not Suicide post,False,9,0.6666666666666666
f&amp; the weather!! I'm in Paris! Let's go have a beautiful day,Not Suicide post,True,12,0.3333333333333333
Iâm such a. Disgusting disappointment Iâve gotten visibly fatter my cheeks are puffy and my stomach has actually deâ¦ https://t.co/pzeLi6sSIH,Potential Suicide post,True,20,0.3
RT : Iâm happy I ainât the same person I was last year.,Not Suicide post,True,13,0.38461538461538464
almost broke down at class just because the most negative thoughts are kicking in and I'm mf tired of living hahahahahahahah,Potential Suicide post,True,21,0.47619047619047616
i keep repeating to myself kill yourself kill yourself do it already i am ready to listen to my inner thoughts i have attempted in the past but at the last moment either i live through it just in a hellblaze of pain becoming a even bigger failure or my body stops me my mind screams to do it but sometimes my body just stops me sometimes my body will give up on life and i ll lay there wanting to shed a tear yet i know no one will care so i lay quietly in the darkness for days on end i try to drown out the voices with all i have left music but recently i dont care to listen to all i have to do what has stuck with me for all my life i am ready to listen to the voices i m ready to listen to my inner shouts if only i had easier access to guns my life would be so much harder but i dont instead i have to go out in either a more painfull way i hope others continue to have the will to carry on but sadly i think i lost mine ,Potential Suicide post,False,202,0.5841584158415841
 ouch,Not Suicide post,False,1,0.0
gonna go cut up some chickeeeen,Not Suicide post,False,6,0.3333333333333333
 I didn't want to think about it.,Not Suicide post,True,7,0.5714285714285714
",Cotulla, TX  //  Lacoste, TX,RT : i just dont want to be here anymore",Potential Suicide post,True,14,0.35714285714285715
 magic rejuvenation...hmm I'm thinking Triple Oxygen Mask http://is.gd/kQkq and a Blissage105! Hang in there!,Not Suicide post,True,14,0.21428571428571427
JUST FUCKIN KILL ME,Potential Suicide post,False,4,0.5
 looks like u found all the beer,Not Suicide post,False,7,0.2857142857142857
i just want to have a friend or a group of friends that dont leave me out,Potential Suicide post,False,17,0.6470588235294118
 LoL today any woman who can handle 7 kids inspires me #inspire,Not Suicide post,True,12,0.3333333333333333
#smallbizz #entrepreneur #entrepreneurlifestyle https://t.co/dEHV7DED58,Potential Suicide post,True,4,0.0
"RT : I never had to do the most , throw shade or hate. I can be quiet and bitches still want me dead. Thatâs pure Hate and Iâ¦",Potential Suicide post,True,29,0.4482758620689655
"RT :  Iâm actually tired of this!!! Itâs like living in a home where the troubled, deceitful child always wins! Itâs notâ¦",Potential Suicide post,True,22,0.22727272727272727
Good morning! The sun is shining and I am going to the beach with a few bff's. See later when I am all tan.,Not Suicide post,True,24,0.5833333333333334
RT : patient: i hate myself and i want to die,Potential Suicide post,True,11,0.45454545454545453
But God does not only want us to be HAPPY; He wants us to be good.,Not Suicide post,True,16,0.5625
Photo: eatsleepdraw: so weirdÃ¯Â¿Â½ I like it. http://tumblr.com/xig1jujl3,Not Suicide post,True,8,0.25
"yo i seriously need to stop being so damn clingy to people,,like i'm so bloody annoying i hate myself",Potential Suicide post,True,19,0.42105263157894735
 hi thanks for the follow! did you finish fob trail?,Not Suicide post,True,10,0.4
I donât want them to come for my account. Literally the only thing keeping me through the miserable existence thatâ¦ https://t.co/XJF6MP8fJ7,Potential Suicide post,True,21,0.47619047619047616
RT : i am such a loving and caring person,Not Suicide post,True,10,0.5
 i'd like to be linked on your site http://www.worldresolution.net/travel,Not Suicide post,True,9,0.4444444444444444
" Wherever the day takes us! On route to Youlgreave at mo, sun is waking up!",Not Suicide post,True,15,0.3333333333333333
my sleep was disturbed. i am looking to end a career today,Not Suicide post,True,12,0.5
" well, you do spend enough time there that you may as well subsidize your habit.",Not Suicide post,True,15,0.4666666666666667
Tired of living day by day like everythingâs alright,Potential Suicide post,True,9,0.2222222222222222
I just want to protect you...,Not Suicide post,True,6,0.5
We had a visit from our lovely zone head today .... nice,Not Suicide post,True,12,0.4166666666666667
We were tired from the concert so we ate noodles instead. After weâd eaten Emily saw photos that the restaurant hasâ¦ https://t.co/uqI5KXdJD6,Potential Suicide post,True,22,0.4090909090909091
RT : I just found a suicide note (I'm fine) I wrote in April. Seems like my dates were wrong! This year. NBC commentators keepâ¦,Potential Suicide post,True,25,0.32
 Go you,Not Suicide post,False,2,0.5
"Fast &amp; Furious: New Model, Original Parts a really good film",Not Suicide post,True,11,0.09090909090909091
Ecstatic that Wal-Mart now carries Sambazon!!!,Not Suicide post,True,6,0.3333333333333333
i was assigned to sit next to the most awesome student in my class (Y) hahaha,Not Suicide post,True,16,0.5
"RT : Congratulations Seye  for being the latest  of the Week . Keep on creating, keep on writing andâ¦",Not Suicide post,True,19,0.3684210526315789
#Success consists of going from failure to failure without loss of enthusiasm. Winston Churchill #quote #persistence,Not Suicide post,True,16,0.25
"   No doubt the Obamaâ fostered hate, division, chaos and anarchy! They are thâ¦ https://t.co/x5ch7odIZ9",Potential Suicide post,True,14,0.35714285714285715
",,I donât wanna be here anymore. My parents pressure me too much about getting a job like I am soliciting and such and yet they complain. I dont feel comfortable living in my own house anymore. All I want is just leave here for good and go to another country",Potential Suicide post,True,50,0.5
",,just fucking kill me already i dont want to be here anymore",Potential Suicide post,True,12,0.4166666666666667
"said he has a job but has time for this shit, cant wait to see him next time i go on a maccas run!",Potential Suicide post,True,24,0.5
Thinking of a hamsty bank account. That's a good idea to save. (^.^),Not Suicide post,True,13,0.3076923076923077
" I really like the photo. Nice interview, too",Not Suicide post,True,8,0.375
i ll be dead just you wait and see my last words before my death for whoever is interestedi am sorry but youre better off without me youll learn to live without me it wont be difficult now i shall die ,Potential Suicide post,False,41,0.5121951219512195
But I know you want to hear about my examinations.,Not Suicide post,True,10,0.6
feeling numb hate my job i hate waking up everyday i feel nothing feel like i am on autopilot i got dumped 3 months ago almost from a 4 year relationship nothing cheers me up anymore my parents are in another state so i just can t go see them whenever i want i don t know if i could actually end it myself but i do dream of other ways like a car hitting me and killing me instantly i sometimes think of just taking a bunch of pills and letting that be it ,Potential Suicide post,False,95,0.49473684210526314
Got a &quot;thing&quot; for doctor chics.,Not Suicide post,True,6,0.3333333333333333
",im not okay lol ,i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literally cant i want everything to be over. i cant breathe right because of how much im crying i cant do this anymore.",Potential Suicide post,True,48,0.3958333333333333
 I mean.... my life is miserable so I guess light at the end of the tunnel,Potential Suicide post,True,16,0.5625
 thanks David,Not Suicide post,False,2,0.0
he didn't want her to go out with other man,Not Suicide post,True,10,0.7
Cut my wrist and black my eeeeeyes,Potential Suicide post,False,7,0.42857142857142855
Happieee birthday to our anni #AarthiSivaKarthikeyan ðð,Not Suicide post,True,7,0.2857142857142857
Hate the fact that Iâm damn near forced to figure everything out by myself but it must be done,Potential Suicide post,True,19,0.47368421052631576
"mmm OJ, scrambled eggs w/ cheese and toast GILMOREGIRLS TOO! ahhh. this day is amazing.. now if i could only get the dryer to work.",Not Suicide post,True,25,0.36
" I'm all for the Fair Tax, or Bush's deficit back. Something!",Not Suicide post,True,11,0.36363636363636365
" With mainstream media's reporting &amp; the increasing occurrence of the fail whale, you know eventually your friends will catch on",Not Suicide post,True,20,0.4
"Seeing Eno on Thursday Brian Eno &amp; J. Peter Schwalm Ã¯Â¿Â½ Like Pictures, Pt. 2 (ntnet) ? http://blip.fm/~3xcys",Not Suicide post,True,18,0.05555555555555555
"while im fuckin at it, http://is.gd/q86o buy a shirt please",Not Suicide post,True,10,0.3
MEGA MONSTER MUNCH,Not Suicide post,False,3,0.0
I can just imagine how much of that Howard would want to know.,Not Suicide post,True,13,0.5384615384615384
God damn vending machines are so depressing -standing at them waiting for your sad little snack like some Pavlovian bitch! Happy Tuesday!,Not Suicide post,True,22,0.3181818181818182
i don't want to be here anymore,Potential Suicide post,True,7,0.7142857142857143
"Noticed something interesting about this emoticon: vs D: Totally different emotions, only difference is the placement of the eyes...",Not Suicide post,True,19,0.3684210526315789
May you live every day of your life: Jonathan Swift,Not Suicide post,True,10,0.3
",,  ok hold on, how can these numbers not be correct anymore if the video is two weeks old...? strength of schedule and record dont change too much in two weeks. and if yall dont care about top 4 why are you here? won your division, overranked to begin with, what else you want?",Potential Suicide post,True,54,0.42592592592592593
RT : Remembering the legendary former #PresidentOfIndia Sh #APJAbdulKalam on his auspicious birthday,Not Suicide post,True,13,0.23076923076923078
"i'm tired of everything, pls so i want to die.",Potential Suicide post,True,10,0.4
" The road's not the widest and smoothest, but there's some great clear views on the way up if you turn your head to the right",Not Suicide post,True,25,0.56
"Now scribes can't wear their shoes to any Press Conference, thanks to Jarnail Singh...",Not Suicide post,True,14,0.35714285714285715
just chillin =P i mean holidays.. nothing to do.. silence.. only me.. *haha* finally my relaxing time.. with a book typical for me!! &lt;3,Not Suicide post,True,24,0.3333333333333333
Watching This Morning and deciding what to do with myself today. Think I'll keep searching for that elusive job!,Not Suicide post,True,19,0.47368421052631576
RT : 2 wins in 2 weeks . Congratulations  ! Machine,Not Suicide post,True,11,0.09090909090909091
 I am loving you a.n.d line at the moment! And my bank balance is liking it too! Great style made affordable #style #shopping,Not Suicide post,True,23,0.391304347826087
 Lucky for me I'm going to see that show in NY I hope that you will bring it to Europe too in the fall. I'll be there too,Not Suicide post,True,28,0.6071428571428571
"im so tired today. i want to lay in a bed full of boys and just have hugs sounds so good, probably look even better.",Not Suicide post,True,25,0.4
"i have such a nasty habit of comparing myself to other girls, damn, i hate myself :-(",Potential Suicide post,True,17,0.5882352941176471
yea Iâm tired of living by myself ð­,Potential Suicide post,True,8,0.375
schÃ¯Â¿Â½nes Marketingwort: Stimulus Package http://www.dkny.com/sweepstakes/sweepstakes.php,Not Suicide post,True,5,0.0
 totally jst started blasting ATR at 10am dude. My mom is gonna kill me. BUT WHO CARES!,Not Suicide post,True,17,0.29411764705882354
",Graham, TX,RT : i dont want to be here anymore",Potential Suicide post,True,10,0.4
Tim Fischer was on to talk about his love for his family and hisâ¦,Not Suicide post,True,14,0.5714285714285714
All I want rn is to get home and take a fucking shower and die,Potential Suicide post,False,15,0.4666666666666667
" no!, just didn't know if you thought putting stuff on your cat was phobe instead of phile. Glad kittys like the dome.",Not Suicide post,True,22,0.4090909090909091
RT : I deadass hate my damn PSN name. I wish I named myself Powerpuff234 .. There is at least one person in every 2-3 games thâ¦,Potential Suicide post,True,27,0.3333333333333333
hello new follwers,Not Suicide post,False,3,0.0
"Oops again, its t w i t t e r....",Not Suicide post,True,10,0.5
"Man I want Sancho to succeed here so badly. He’s a superstar, just needs to believe it again",Not Suicide post,True,18,0.5
 http://twitpic.com/2ybtf - Thats just the brilliance of Tim coming out ..,Not Suicide post,True,11,0.36363636363636365
 that is pretty awesome! it makes me want a smart car now! (and a cup of tea),Not Suicide post,True,17,0.4117647058823529
"RT : The Indian Roller, a bird considered auspicious in India. #IncredibleIndia #TigrisSafaris #photooftheday #wildlifephoto",Not Suicide post,True,15,0.2
 It's the same here in New Zealand too. Looking forward to them starting again already! Have a great night!,Not Suicide post,True,19,0.5263157894736842
YOU MAKE ME FUCKING CRY EVERY NIGHT AND YOU DONT EVEN KNOW IT,Potential Suicide post,False,13,0.38461538461538464
"late night gaming with the guys. fun times. [yesterday was a giddy day, too] &lt;3",Not Suicide post,True,15,0.26666666666666666
tonight's the last time i'll sport this Milla-Jovovich-esque hair http://tinyurl.com/6yabk6 ) will finally have a straight do tomorrow,Not Suicide post,True,18,0.3333333333333333
#cloudforce is the top trend. I am surprised. But I couldn't have loved it more!,Not Suicide post,True,15,0.6
Our plans are coming together nicely! I am very happy indeed today,Not Suicide post,True,12,0.4166666666666667
"is laughing , i cant believe flea attacks dougie xx",Not Suicide post,True,10,0.2
some people tweets a lot.ThatÃ¯Â¿Â½s cool...I guess,Not Suicide post,True,7,0.2857142857142857
 WOW I AM ADDING THAY TO MY LIST OF SHIT TO LISTEN TO WHEN I WANT TO DIE,Potential Suicide post,False,18,0.5555555555555556
",,Honestly I dont want to be here anymore....",Potential Suicide post,True,8,0.5
my unofficial diagnosis is bipolar schizoaffective disorder it was a nightmare with so much trial and error with all sorts of therapies my medication a cocktail of about 20 pills a day has gotten me to a point where i can function day to day i dont know how i feel right now all i know though is i want it to stop ,Potential Suicide post,False,63,0.5396825396825397
"When I die, I want to have a closed casket service at my memorial. Then I want them to play âPop Goes The Weaselâ aâ¦ https://t.co/C4bKrK029g",Potential Suicide post,True,26,0.5
Celebrating a minor banking triumph (that's banking with a b). Got one to admit it was wrong,Not Suicide post,True,17,0.35294117647058826
maybe i hate myself,Potential Suicide post,False,4,0.5
Iâm tired of living the regular life ð¤£,Potential Suicide post,True,8,0.25
RT : Iâm tired of living like thisð,Potential Suicide post,True,8,0.125
 Glad you enjoyed it!,Not Suicide post,True,4,0.25
"To no one: I'm not fucking okay, stop asking me if I am. Stop asking me what's wrong. If I knew then I'd fucking saâ¦ https://t.co/iIXwUtp35x",Potential Suicide post,True,26,0.38461538461538464
" hey, your stuff's quite good can you get it on itunes?",Not Suicide post,True,11,0.45454545454545453
"If you want to win, first you need to understand the game that you’re playing.",Not Suicide post,True,15,0.4666666666666667
http://twitpic.com/2y7tc - My bby is so adorable,Not Suicide post,True,7,0.42857142857142855
